date,day,product,region,price,competitor_price,marketing_spend,demand,production,opening_inventory,closing_inventory,sales,stockout,supplier,supplier_delayed,lead_time,revenue,production_cost,inventory_cost,logistics_cost,maintenance_cost,profit,avg_machine_health
2024-01-02,1,A,South,10000.0,10058.82966212597,365940.3426368128,1664.5025382728402,1687.3865173023407,3237.0633686612277,3259.9473476907287,1664.5025382728402,0,S2,0,8,16645025.382728402,8774409.889972173,39119.36817228874,249675.38074092602,9554.73592241377,7456655.717656606,0.9346986426685377
2024-01-02,1,A,East,10000.0,10058.82966212597,365940.3426368128,1329.0482611268924,1226.5866340301473,2531.478381313985,2429.0167542172403,1329.0482611268924,0,S2,0,8,13290482.611268925,6378250.496956766,29148.201050606884,199357.23916903386,9554.73592241377,6558561.64790611,0.9346986426685377
2024-01-02,1,B,North,25000.0,25486.687591213467,326094.4425924755,919.607418933681,944.3850122414459,1645.8136071508156,1670.5912004585807,919.607418933681,0,S2,0,8,22990185.473342024,12749197.66525952,20047.09440550297,137941.11284005214,9554.73592241377,9971116.541331986,0.9346986426685377
2024-01-02,1,B,South,25000.0,25486.687591213467,326094.4425924755,1107.9459283339497,1121.0655948691688,1806.1186575697186,1819.2383241049379,1107.9459283339497,0,S2,0,8,27698648.208348744,15134385.53073378,21830.859889259256,166191.88925009247,9554.73592241377,12264356.86897065,0.9346986426685377
2024-01-02,1,B,East,25000.0,25486.687591213467,326094.4425924755,884.3074214813313,801.3271672976807,1526.5757348410098,1443.595480657359,884.3074214813313,0,S2,0,8,22107685.537033282,10817916.75851869,17323.14576788831,132646.1132221997,9554.73592241377,11027916.46001954,0.9346986426685377
2024-01-02,1,C,North,5000.0,5086.306167884528,263411.4574898545,2279.7720407940537,2158.4605765373562,4586.448514269188,4465.13705001249,2279.7720407940537,0,S2,0,8,11398860.203970268,5611997.498997126,53581.644600149884,341965.80611910805,9554.73592241377,5300326.523116462,0.9346986426685377
2024-01-02,1,C,South,5000.0,5086.306167884528,263411.4574898545,2634.382004522078,2519.198336370897,4936.82928713018,4821.645618978999,2634.382004522078,0,S2,0,8,13171910.02261039,6549915.674564332,57859.747427747985,395157.30067831173,9554.73592241377,6077988.5688025765,0.9346986426685377
2024-01-02,1,C,East,5000.0,5086.306167884528,263411.4574898545,2259.6683953278816,2332.843921529883,3941.269042521845,4014.4445687238467,2259.6683953278816,0,S2,0,8,11298341.976639409,6065394.195977696,48173.33482468616,338950.2592991822,9554.73592241377,4754835.455400421,0.9346986426685377
2024-01-03,2,A,North,10000.0,10098.168561647537,378528.15003109444,1652.4325871360802,1613.1117065009466,2891.760434058393,2852.4395534232594,1652.4325871360802,0,S1,0,5,16524325.871360801,8388180.873804922,34229.274641079115,247864.88807041204,9772.624908126814,7724617.243197981,0.9340698639902293
2024-01-03,2,A,South,10000.0,10098.168561647537,378528.15003109444,1697.6827855026092,1741.918488620325,3259.9473476907287,3304.183050808444,1697.6827855026092,0,S1,0,5,16976827.855026092,9057976.14082569,39650.19660970133,254652.4178253914,9772.624908126814,7495115.508118902,0.9340698639902293
2024-01-03,2,A,East,10000.0,10098.168561647537,378528.15003109444,1194.2785336526242,1095.7863637104826,2429.0167542172403,2330.524584275099,1194.2785336526242,0,S1,0,5,11942785.336526243,5698089.091294509,27966.29501130119,179141.78004789364,9772.624908126814,5908154.578526132,0.9340698639902293
2024-01-03,2,B,North,25000.0,24506.276861516497,463432.2762830428,867.4962251677354,826.8748402412867,1670.5912004585807,1629.969815532132,867.4962251677354,0,S1,0,5,21687405.629193384,11162810.343257371,19559.637786385585,130124.4337751603,9772.624908126814,10217176.247310745,0.9340698639902293
2024-01-03,2,B,South,25000.0,24506.276861516497,463432.2762830428,1156.345478834307,1220.8119483386718,1819.2383241049379,1883.7047936093027,1156.345478834307,0,S1,0,5,28908636.970857672,16480961.302572068,22604.457523311634,173451.82182514603,9772.624908126814,12073884.421873422,0.9340698639902293
2024-01-03,2,B,East,25000.0,24506.276861516497,463432.2762830428,871.5733457333305,862.7463127334408,1443.595480657359,1434.7684476574696,871.5733457333305,0,S1,0,5,21789333.643333264,11647075.221901452,17217.221371889635,130736.00185999957,9772.624908126814,9836570.2311362,0.9340698639902293
2024-01-03,2,C,North,5000.0,4905.978794067843,461040.95861753664,2702.476633624555,2541.60542323425,4465.13705001249,4304.265839622186,2702.476633624555,0,S1,0,5,13512383.168122774,6608174.10040905,51651.190075466235,405371.4950436832,9772.624908126814,6290248.521419354,0.9340698639902293
2024-01-03,2,C,South,5000.0,4905.978794067843,461040.95861753664,2934.6829610395666,2981.179824870503,4821.645618978999,4868.142482809935,2934.6829610395666,0,S1,0,5,14673414.805197833,7751067.544663308,58417.70979371922,440202.444155935,9772.624908126814,6266789.245409649,0.9340698639902293
2024-01-03,2,C,East,5000.0,4905.978794067843,461040.95861753664,2122.4583023600067,2273.8380919624133,4014.4445687238467,4165.824358326254,2122.4583023600067,0,S1,0,5,10612291.511800034,5911979.039102275,49989.892299915045,318368.745354001,9772.624908126814,4175015.973868622,0.9340698639902293
2024-01-04,3,A,North,10000.0,9765.17606335217,168237.18741475444,1354.750603072048,1376.7141286510118,2852.4395534232594,2874.4030790022234,1354.750603072048,0,S1,0,5,13547506.030720482,7158913.468985261,34492.836948026685,203212.5904608072,9910.50885100877,6091504.568904466,0.933659384244962
2024-01-04,3,A,South,10000.0,9765.17606335217,168237.18741475444,1458.3094857908782,1484.8260705174162,3304.183050808444,3330.699635534982,1458.3094857908782,0,S1,0,5,14583094.857908782,7721095.566690564,39968.395626419784,218746.42286863172,9910.50885100877,6543901.907301245,0.933659384244962
2024-01-04,3,A,East,10000.0,9765.17606335217,168237.18741475444,1264.7360873259654,1380.7273643584174,2330.524584275099,2446.5158613075514,1264.7360873259654,0,S1,0,5,12647360.873259654,7179782.29466377,29358.19033569062,189710.41309889482,9910.50885100877,5189127.409739378,0.933659384244962
2024-01-04,3,B,North,25000.0,25164.303950802216,133091.99996897543,1050.5185747259036,1048.566079716782,1629.969815532132,1628.0173205230105,1050.5185747259036,0,S1,0,5,26262964.36814759,14155642.076176558,19536.207846276127,157577.78620888555,9910.50885100877,11882540.794975875,0.933659384244962
2024-01-04,3,B,South,25000.0,25164.303950802216,133091.99996897543,1048.156742630354,1063.1931909770994,1883.7047936093027,1898.7412419560483,1048.156742630354,0,S1,0,5,26203918.56575885,14353108.078190843,22784.89490347258,157223.51139455312,9910.50885100877,11623134.578329988,0.933659384244962
2024-01-04,3,B,East,25000.0,25164.303950802216,133091.99996897543,661.1642776513522,630.3508041739456,1434.7684476574696,1403.954974180063,661.1642776513522,0,S1,0,5,16529106.941283805,8509735.856348265,16847.459690160755,99174.64164770284,9910.50885100877,7855681.480657682,0.933659384244962
2024-01-04,3,C,North,5000.0,4959.951813264226,275564.58412201866,2434.1620602842077,2593.011544774415,4304.265839622186,4463.115324112393,2434.1620602842077,0,S1,0,5,12170810.301421039,6741830.016413479,53557.38388934871,365124.3090426311,9910.50885100877,4915140.227751237,0.933659384244962
2024-01-04,3,C,South,5000.0,4959.951813264226,275564.58412201866,2791.960552742095,2591.078482276313,4868.142482809935,4667.260412344152,2791.960552742095,0,S1,0,5,13959802.763710475,6736804.053918414,56007.12494812983,418794.08291131427,9910.50885100877,6653039.137608274,0.933659384244962
2024-01-04,3,C,East,5000.0,4959.951813264226,275564.58412201866,1986.9675521666577,1831.4180918677066,4165.824358326254,4010.2748980273027,1986.9675521666577,0,S1,0,5,9934837.760833288,4761687.038856037,48123.29877632763,298045.13282499864,9910.50885100877,4731823.926051582,0.933659384244962
2024-01-05,4,A,North,9700.0,9823.342330208348,481159.758027898,1596.2779526131321,1601.0850252975788,2874.4030790022234,2879.21015168667,1596.2779526131321,0,S1,0,5,15483896.140347382,8325642.13154741,34550.52182024004,239441.6928919698,10122.299057276796,6720501.108392703,0.9331764386382122
2024-01-05,4,A,South,9700.0,9823.342330208348,481159.758027898,1728.7620942294936,1879.525213296124,3330.699635534982,3481.4627546016127,1728.7620942294936,0,S1,0,5,16768992.314026088,9773531.109139845,41777.55305521935,259314.31413442406,10122.299057276796,6530608.652001541,0.9331764386382122
2024-01-05,4,A,East,9700.0,9823.342330208348,481159.758027898,1411.3880697428926,1282.9265252516227,2446.5158613075514,2318.0543168162817,1411.3880697428926,0,S1,0,5,13690464.276506059,6671217.931308438,27816.65180179538,211708.2104614339,10122.299057276796,6615960.797239332,0.9331764386382122
2024-01-05,4,B,North,25000.0,24370.775625325325,456670.9065019656,982.9364028482424,1059.761235897091,1628.0173205230105,1704.842153571859,982.9364028482424,0,S1,0,5,24573410.07120606,14306776.684610728,20458.105842862307,147440.46042723636,10122.299057276796,9943137.08513882,0.9331764386382122
2024-01-05,4,B,South,25000.0,24370.775625325325,456670.9065019656,968.1379139169981,971.7894126538844,1898.7412419560483,1902.3927406929347,968.1379139169981,0,S1,0,5,24203447.84792495,13119157.07082744,22828.712888315218,145220.6870875497,10122.299057276796,10760643.641935235,0.9331764386382122
2024-01-05,4,B,East,25000.0,24370.775625325325,456670.9065019656,848.2061000568714,894.3506208984405,1403.954974180063,1450.0994950216318,848.2061000568714,0,S1,0,5,21205152.501421783,12073733.382128946,17401.19394025958,127230.9150085307,10122.299057276796,8831189.275157634,0.9331764386382122
2024-01-05,4,C,North,5000.0,5112.673122554391,137786.66722460612,2677.4285429941565,2550.229544042911,4463.115324112393,4335.916325161147,2677.4285429941565,0,S1,0,5,13387142.714970782,6630596.814511569,52030.99590193377,401614.28144912346,10122.299057276796,6253597.634347528,0.9331764386382122
2024-01-05,4,C,South,5000.0,5112.673122554391,137786.66722460612,2409.001687218991,2284.201222848857,4667.260412344152,4542.459947974018,2409.001687218991,0,S1,0,5,12045008.436094955,5938923.1794070285,54509.51937568822,361350.2530828486,10122.299057276796,5640922.495468761,0.9331764386382122
2024-01-05,4,C,East,5000.0,5112.673122554391,137786.66722460612,2375.4706602159094,2532.780347787591,4010.2748980273027,4167.584585598985,2375.4706602159094,0,S1,0,5,11877353.301079547,6585228.904247737,50011.015027187816,356320.59903238644,10122.299057276796,4836489.794011609,0.9331764386382122
2024-01-06,5,A,North,10000.0,9594.760562583693,302531.9726482532,1276.475355874982,1297.1840263995066,2879.21015168667,2899.918822211195,1276.475355874982,0,S1,0,5,12764753.55874982,6745356.937277434,34799.02586653434,191471.3033812473,10353.609857006984,5688831.098056183,0.9326636918494176
2024-01-06,5,A,South,10000.0,9594.760562583693,302531.9726482532,1425.3693544454036,1512.067310356489,3481.4627546016127,3568.1607105126986,1425.3693544454036,0,S1,0,5,14253693.544454036,7862750.013853744,42817.928526152384,213805.40316681055,10353.609857006984,6030025.00473891,0.9326636918494176
2024-01-06,5,A,East,10000.0,9594.760562583693,302531.9726482532,1292.8161956459987,1354.6086737984667,2318.0543168162817,2379.8467949687492,1292.8161956459987,0,S1,0,5,12928161.956459988,7043965.103752027,28558.16153962499,193922.42934689982,10353.609857006984,5557421.067653015,0.9326636918494176
2024-01-06,5,B,North,25000.0,24770.294240974876,220379.4767123759,913.9765616776226,943.747376318021,1704.842153571859,1734.6129682122573,913.9765616776226,0,S1,0,5,22849414.041940566,12740589.580293283,20815.355618547088,137096.4842516434,10353.609857006984,9874001.592920631,0.9326636918494176
2024-01-06,5,B,South,25000.0,24770.294240974876,220379.4767123759,1049.0230687272228,1004.2185018443301,1902.3927406929347,1857.588173810042,1049.0230687272228,0,S1,0,5,26225576.71818057,13556949.774898456,22291.058085720506,157353.46030908343,10353.609857006984,12412071.396030849,0.9326636918494176
2024-01-06,5,B,East,25000.0,24770.294240974876,220379.4767123759,703.1153260827081,636.2996113528969,1450.0994950216318,1383.2837802918207,703.1153260827081,0,S1,0,5,17577883.152067702,8590044.753264109,16599.40536350185,105467.29891240622,10353.609857006984,8788860.665671224,0.9326636918494176
2024-01-06,5,C,North,5000.0,5020.1661645132945,142358.96150030132,2308.7234797139513,2271.3749456805326,4335.916325161147,4298.567791127729,2308.7234797139513,0,S1,0,5,11543617.398569757,5905574.858769385,51582.81349353275,346308.5219570927,10353.609857006984,5189247.01389731,0.9326636918494176
2024-01-06,5,C,South,5000.0,5020.1661645132945,142358.96150030132,3084.2118916681598,3143.455008626485,4542.459947974018,4601.703064932344,3084.2118916681598,0,S1,0,5,15421059.4583408,8172983.022428861,55220.43677918813,462631.783750224,10353.609857006984,6679320.024930091,0.9326636918494176
2024-01-06,5,C,East,5000.0,5020.1661645132945,142358.96150030132,1879.3902449226637,1993.7928320704134,4167.584585598985,4281.987172746734,1879.3902449226637,0,S1,0,5,9396951.224613318,5183861.363383075,51383.84607296081,281908.53673839953,10353.609857006984,3828893.287966447,0.9326636918494176
2024-01-07,6,A,North,10000.0,9987.136177642979,446996.25270092994,1276.1457474078152,1211.787053526991,2899.918822211195,2835.5601283303713,1276.1457474078152,0,S1,0,5,12761457.474078152,6301292.678340353,34026.721539964456,191421.8621111723,10514.297777164584,6082212.695260631,0.9321468530008208
2024-01-07,6,A,South,10000.0,9987.136177642979,446996.25270092994,1452.5527662967872,1524.0225109600137,3568.1607105126986,3639.630455175926,1452.5527662967872,0,S1,0,5,14525527.662967872,7924917.056992072,43675.56546211111,217882.9149445181,10514.297777164584,6186548.60874314,0.9321468530008208
2024-01-07,6,A,East,10000.0,9987.136177642979,446996.25270092994,1459.3073787219473,1344.103256599513,2379.8467949687492,2264.642672846315,1459.3073787219473,0,S1,0,5,14593073.787219472,6989336.934317468,27175.712074155777,218896.1068082921,10514.297777164584,7205161.517193526,0.9321468530008208
2024-01-07,6,B,North,25000.0,24830.765046918947,158469.2976770793,970.2026138004205,933.3998547791862,1734.6129682122573,1697.810209191023,970.2026138004205,0,S1,0,5,24255065.34501051,12600898.039519014,20373.722510292275,145530.39207006307,10514.297777164584,11431935.325759728,0.9321468530008208
2024-01-07,6,B,South,25000.0,24830.765046918947,158469.2976770793,935.8770151625473,1014.6723330151718,1857.588173810042,1936.3834916626665,935.8770151625473,0,S1,0,5,23396925.379063684,13698076.49570482,23236.601899952,140381.5522743821,10514.297777164584,9478902.864033116,0.9321468530008208
2024-01-07,6,B,East,25000.0,24830.765046918947,158469.2976770793,776.1372732637415,742.7199196072061,1383.2837802918207,1349.8664266352853,776.1372732637415,0,S1,0,5,19403431.831593536,10026718.914697282,16198.397119623423,116420.59098956121,10514.297777164584,9187766.063635655,0.9321468530008208
2024-01-07,6,C,North,5000.0,4865.427925414499,108459.20653457602,2204.4033557689586,2060.959069109547,4298.567791127729,4155.123504468318,2204.4033557689586,0,S1,0,5,11022016.778844792,5358493.579684822,49861.48205361982,330660.5033653438,10514.297777164584,5243343.378970427,0.9321468530008208
2024-01-07,6,C,South,5000.0,4865.427925414499,108459.20653457602,2410.6192630999712,2454.561870865881,4601.703064932344,4645.645672698253,2410.6192630999712,0,S1,0,5,12053096.315499857,6381860.86425129,55747.748072379036,361592.8894649957,10514.297777164584,5214236.978940612,0.9321468530008208
2024-01-07,6,C,East,5000.0,4865.427925414499,108459.20653457602,2142.7014254067617,2097.1177910535857,4281.987172746734,4236.403538393559,2142.7014254067617,0,S1,0,5,10713507.12703381,5452506.256739323,50836.842460722706,321405.21381101426,10514.297777164584,4849100.97925217,0.9321468530008208
2024-01-08,7,A,North,10000.0,10245.395350631205,120784.7465860417,1550.8756519200197,1426.5305183403239,2835.5601283303713,2711.214994750675,1550.8756519200197,0,S1,0,5,15508756.519200196,7417958.695369684,32534.5799370081,232631.34778800295,10718.738020693252,7781797.401236589,0.9317062555386645
2024-01-08,7,A,South,10000.0,10245.395350631205,120784.7465860417,1796.8369973210497,1941.5374105404057,3639.630455175926,3784.3308683952823,1796.8369973210497,0,S1,0,5,17968369.9732105,10095994.534810109,45411.97042074339,269525.54959815746,10718.738020693252,7513603.423512577,0.9317062555386645
2024-01-08,7,A,East,10000.0,10245.395350631205,120784.7465860417,1197.5329213117748,1269.8701082549344,2264.642672846315,2336.979859789474,1197.5329213117748,0,S1,0,5,11975329.213117748,6603324.562925659,28043.75831747369,179629.93819676622,10718.738020693252,5120496.458808938,0.9317062555386645
2024-01-08,7,B,North,25000.0,25043.751762557542,411598.5418312516,908.4619063705967,915.0151937098035,1697.810209191023,1704.36349653023,908.4619063705967,0,S1,0,5,22711547.65926492,12352705.115082348,20452.36195836276,136269.2859555895,10718.738020693252,10061348.469651304,0.9317062555386645
2024-01-08,7,B,South,25000.0,25043.751762557542,411598.5418312516,1038.4933976451293,1112.760659815747,1936.3834916626665,2010.6507538332844,1038.4933976451293,0,S1,0,5,25962334.94112823,15022268.907512585,24127.809045999413,155774.0096467694,10718.738020693252,10619391.788305562,0.9317062555386645
2024-01-08,7,B,East,25000.0,25043.751762557542,411598.5418312516,640.597540015966,625.8752627919444,1349.8664266352853,1335.1441494112637,640.597540015966,0,S1,0,5,16014938.500399152,8449316.047691248,16021.729792935164,96089.6310023949,10718.738020693252,7312738.665295259,0.9317062555386645
2024-01-08,7,C,North,5000.0,5033.120118547989,155907.36438158274,2089.604717556384,2054.8710440637406,4155.123504468318,4120.389830975675,2089.604717556384,0,S1,0,5,10448023.58778192,5342664.714565725,49444.6779717081,313440.7076334576,10718.738020693252,4686931.4534769375,0.9317062555386645
2024-01-08,7,C,South,5000.0,5033.120118547989,155907.36438158274,3099.341004372464,3017.21578847141,4645.645672698253,4563.5204567972,3099.341004372464,0,S1,0,5,15496705.021862319,7844761.050025666,54762.245481566395,464901.15065586957,10718.738020693252,7076738.541565125,0.9317062555386645
2024-01-08,7,C,East,5000.0,5033.120118547989,155907.36438158274,2287.393419125385,2208.476316978849,4236.403538393559,4157.486436247023,2287.393419125385,0,S1,0,5,11436967.095626926,5742038.4241450075,49889.83723496428,343109.01286880777,10718.738020693252,5246387.7872440545,0.9317062555386645
2024-01-09,8,A,North,10000.0,10021.319810502378,215262.2456729847,1669.4541841454206,1570.089804707675,2711.214994750675,2611.8506153129297,1669.4541841454206,0,S2,0,8,16694541.841454206,8164466.984479911,31342.207383755158,250418.1276218131,10903.027104586881,8172926.0977095375,0.9312220271915768
2024-01-09,8,A,South,10000.0,10021.319810502378,215262.2456729847,1841.0640770969467,1973.8854608206832,3784.3308683952823,3917.152252119019,1841.0640770969467,0,S2,0,8,18410640.770969465,10264204.396267552,47005.827025428225,276159.611564542,10903.027104586881,7747882.511852752,0.9312220271915768
2024-01-09,8,A,East,10000.0,10021.319810502378,215262.2456729847,1369.0131955993982,1400.330670421623,2336.979859789474,2368.2973346116987,1369.0131955993982,0,S2,0,8,13690131.955993982,7281719.486192439,28419.568015340385,205351.9793399097,10903.027104586881,6099252.498187102,0.9312220271915768
2024-01-09,8,B,North,25000.0,25931.051337286455,133797.2875294081,835.6517858484156,775.0516436887387,1704.36349653023,1643.763354370553,835.6517858484156,0,S2,0,8,20891294.646210387,10463197.189797973,19725.160252446636,125347.76787726233,10903.027104586881,10234791.090071375,0.9312220271915768
2024-01-09,8,B,South,25000.0,25931.051337286455,133797.2875294081,970.1910107622065,1028.5740353458773,2010.6507538332844,2069.033778416955,970.1910107622065,0,S2,0,8,24254775.26905516,13885749.477169344,24828.40534100346,145528.65161433097,10903.027104586881,10150435.296719152,0.9312220271915768
2024-01-09,8,B,East,25000.0,25931.051337286455,133797.2875294081,942.8555133600529,996.1502524117363,1335.1441494112637,1388.438888462947,942.8555133600529,0,S2,0,8,23571387.83400132,13448028.407558441,16661.266661555364,141428.32700400794,10903.027104586881,9917036.394565986,0.9312220271915768
2024-01-09,8,C,North,5000.0,4902.547165966645,201353.34153567487,2251.086829429939,2068.7709458439667,4120.389830975675,3938.073947389703,2251.086829429939,0,S2,0,8,11255434.147149695,5378804.459194314,47256.887368676435,337663.02441449085,10903.027104586881,5420957.653292127,0.9312220271915768
2024-01-09,8,C,South,5000.0,4902.547165966645,201353.34153567487,2862.7670020115215,2899.954695468277,4563.5204567972,4600.708150253955,2862.7670020115215,0,S2,0,8,14313835.010057608,7539882.20821752,55208.49780304746,429415.05030172825,10903.027104586881,6218577.130855225,0.9312220271915768
2024-01-09,8,C,East,5000.0,4902.547165966645,201353.34153567487,2301.41565054802,2285.7591902920203,4157.486436247023,4141.829975991024,2301.41565054802,0,S2,0,8,11507078.2527401,5942973.894759253,49701.95971189229,345212.347582203,10903.027104586881,5098437.927806664,0.9312220271915768
2024-01-10,9,A,North,10000.0,10222.886636077883,459346.6189446143,1651.5477738597197,1575.753272356042,2611.8506153129297,2536.056113809252,1651.5477738597197,0,S3,0,3,16515477.738597197,8193917.016251419,30432.673365711024,247732.16607895796,11071.165713543607,7886589.954681723,0.9307341790171817
2024-01-10,9,A,South,10000.0,10222.886636077883,459346.6189446143,1690.28055197464,1627.5508534376875,3917.152252119019,3854.422553582067,1690.28055197464,0,S3,0,3,16902805.5197464,8463264.437875975,46253.07064298481,253542.08279619602,11071.165713543607,7982940.000211858,0.9307341790171817
2024-01-10,9,A,East,10000.0,10222.886636077883,459346.6189446143,1409.2029302833566,1309.9339895817436,2368.2973346116987,2269.028393910086,1409.2029302833566,0,S3,0,3,14092029.302833566,6811656.745825067,27228.34072692103,211380.4395425035,11071.165713543607,6884957.8485196885,0.9307341790171817
2024-01-10,9,B,North,24250.0,24492.7556177739,253327.92911096395,1100.248571389109,1111.9096802567155,1643.763354370553,1655.42446323816,1100.248571389109,0,S3,0,3,26681027.856185894,15010780.68346566,19865.09355885792,165037.28570836634,11071.165713543607,11397211.761844844,0.9307341790171817
2024-01-10,9,B,South,24250.0,24492.7556177739,253327.92911096395,1029.237550748917,1086.9369153614302,2069.033778416955,2126.733143029468,1029.237550748917,0,S3,0,3,24959010.60566124,14673648.357379308,25520.797716353616,154385.63261233756,11071.165713543607,10017322.786345072,0.9307341790171817
2024-01-10,9,B,East,24250.0,24492.7556177739,253327.92911096395,924.1014863458266,901.2502074800368,1388.438888462947,1365.587609597157,924.1014863458266,0,S3,0,3,22409461.043886296,12166877.800980497,16387.051315165885,138615.222951874,11071.165713543607,9999447.937030591,0.9307341790171817
2024-01-10,9,C,North,4750.0,5090.256509715083,480477.86400153645,3156.358192276621,3377.6401622731596,3938.073947389703,4159.355917386241,3156.358192276621,0,S3,0,3,14992701.41331395,8781864.421910215,49912.271008634896,473453.7288414932,11071.165713543607,5523621.314981913,0.9307341790171817
2024-01-10,9,C,South,4750.0,5090.256509715083,480477.86400153645,3329.5047778057783,3077.7420621321717,4600.708150253955,4348.945434580348,3329.5047778057783,0,S3,0,3,15815147.694577446,8002129.361543646,52187.345214964174,499425.71667086676,11071.165713543607,7097555.594576276,0.9307341790171817
2024-01-10,9,C,East,4750.0,5090.256509715083,480477.86400153645,3001.0387405354386,3112.735220766295,4141.829975991024,4253.526456221881,3001.0387405354386,0,S3,0,3,14254934.017543333,8093111.573992367,51042.317474662574,450155.8110803158,11071.165713543607,5496774.638424294,0.9307341790171817
2024-01-11,10,A,North,10000.0,10101.969031497665,142567.81274855314,1541.8293431985426,1415.5352422155572,2536.056113809252,2409.7620128262665,1541.8293431985426,0,S2,1,11,15418293.431985425,7360783.259520898,28917.1441539152,231274.40147978137,11300.662331106425,7746029.135137611,0.9301408816757313
2024-01-11,10,A,South,10000.0,10101.969031497665,142567.81274855314,1739.2787061429883,1575.4384792111414,3854.422553582067,3690.5823266502202,1739.2787061429883,0,S2,1,11,17392787.061429884,8192280.091897936,44286.98791980265,260891.80592144825,11300.662331106425,8844038.683997478,0.9301408816757313
2024-01-11,10,A,East,10000.0,10101.969031497665,142567.81274855314,1266.3166198277013,1175.9071533494177,2269.028393910086,2178.618927431802,1266.3166198277013,0,S2,1,11,12663166.198277013,6114717.197416972,26143.427129181626,189947.4929741552,11300.662331106425,6281068.589063484,0.9301408816757313
2024-01-11,10,B,North,25000.0,25435.67450194641,464255.2908523541,997.806808632589,905.2428075193735,1655.42446323816,1562.8604621249447,997.806808632589,0,S2,1,11,24945170.215814725,12220777.901511542,18754.325545499334,149671.02129488834,11300.662331106425,12397448.31640164,0.9301408816757313
2024-01-11,10,B,South,25000.0,25435.67450194641,464255.2908523541,1062.7262939825741,967.433309925031,2126.733143029468,2031.440158971925,1062.7262939825741,0,S2,1,11,26568157.349564355,13060349.68398792,24377.2819076631,159408.94409738612,11300.662331106425,13165502.788510231,0.9301408816757313
2024-01-11,10,B,East,25000.0,25435.67450194641,464255.2908523541,708.5254501768216,751.2469573286796,1365.587609597157,1408.3091167490154,708.5254501768216,0,S2,1,11,17713136.254420538,10141833.923937175,16899.709400988184,106278.81752652323,11300.662331106425,7289605.152494698,0.9301408816757313
2024-01-11,10,C,North,5000.0,4771.405026403184,122892.77606130416,2530.389014676683,2746.8867860840483,4159.355917386241,4375.853688793606,2530.389014676683,0,S2,1,11,12651945.073383415,7141905.643818526,52510.24426552327,379558.3522015025,11300.662331106425,5033239.686967061,0.9301408816757313
