date,day,product,price,competitor_price,marketing_spend,demand,production,opening_inventory,closing_inventory,sales,stockout,supplier,supplier_delayed,lead_time,revenue,production_cost,inventory_cost,logistics_cost,maintenance_cost,profit,avg_machine_health
2024-01-06,5,B,25000.0,25665.82737128884,408804.9728443952,8373.417013625573,8786.711479716769,3616.3236364379472,4029.6181025291426,8373.417013625573,0,S3,0,3,209335425.34063932,118620604.97617638,48355.41723034971,1256012.5520438359,10355.202403604024,88991292.21994075,0.9326952457786348
2024-01-06,5,C,5000.0,4879.991873376364,196388.2300022739,22480.69325417969,20918.45118155564,5187.920543649376,3625.678471025327,22480.69325417969,0,S3,0,3,112403466.27089845,54387973.07204466,43508.14165230392,3372103.988126953,10355.202403604024,54393137.636668645,0.9326952457786348
2024-01-07,6,A,10000.0,9996.250473405744,377704.97425715456,12100.741373564872,12622.05856666543,8331.65741523171,8852.97460833227,12100.741373564872,0,S3,0,3,121007413.73564872,65634704.54666024,106235.69529998724,1815111.2060347307,10511.40699196449,53063145.906404644,0.932187702970554
2024-01-07,6,B,25000.0,25030.324935744986,149501.52146013785,7790.44990971546,7772.662825143368,4029.6181025291426,4011.831017957049,7790.44990971546,0,S3,0,3,194761247.7428865,104930948.13943547,48141.97221548459,1168567.486457319,10511.40699196449,88453577.21632615,0.932187702970554
2024-01-07,6,C,5000.0,5136.820054630721,214578.490752822,21353.791409892743,20907.520570081968,3625.678471025327,3179.4076312145517,21353.791409892743,0,S3,0,3,106768957.04946372,54359553.48221312,38152.89157457462,3203068.7114839116,10511.40699196449,48943092.066447325,0.932187702970554
2024-01-08,7,A,10000.0,9577.241573588106,312307.8362396214,12165.968489887762,12535.646103856223,8852.97460833227,9222.652222300732,12165.968489887762,0,S2,0,8,121659684.89887762,65185359.74005236,110671.82666760878,1824895.2734831644,10712.476703460094,54215737.74573141,0.9316241461539583
2024-01-08,7,B,24250.0,24283.463911468614,199135.82518054324,8255.038735361562,7603.3497872614635,4011.831017957049,3360.142069856949,8255.038735361562,0,S2,0,8,200184689.3325179,102645222.12802976,40321.70483828339,1238255.8103042343,10712.476703460094,96051041.38746159,0.9316241461539583
2024-01-08,7,C,5000.0,4966.649326894221,158469.2976770793,22210.129033991114,20894.883784031827,3179.4076312145517,1864.1623812552643,22210.129033991114,0,S2,0,8,111050645.16995557,54326697.83848275,22369.948575063172,3331519.355098667,10712.476703460094,53200876.25341855,0.9316241461539583
2024-01-09,8,A,10000.0,10018.639574371187,450001.97689384344,14009.351518197207,13307.16800919839,9222.652222300732,8520.468713301914,14009.351518197207,0,S1,0,5,140093515.18197206,69197273.64783163,102245.62455962297,2101402.727729581,10875.99370551976,68231715.21125185,0.931262650007298
2024-01-09,8,B,25000.0,25213.07761489927,119701.6479710376,8660.990889208875,9396.901200592856,3360.142069856949,4096.05238124093,8660.990889208875,0,S1,0,5,216524772.23022187,126858166.20800357,49152.62857489116,1299148.6333813313,10875.99370551976,88187727.11858551,0.931262650007298
2024-01-09,8,C,5000.0,5096.818043234343,461061.2575710468,23080.9647466358,20886.64090398298,1864.1623812552643,0.0,22750.803285238246,1,S1,0,5,113754016.42619123,54305266.35035575,0.0,3412620.492785737,10875.99370551976,55564192.33177317,0.931262650007298
2024-01-10,9,A,10000.0,9701.951623963885,246556.97993049896,13285.655042524755,12745.929224551273,8520.468713301914,7980.7428953284325,13285.655042524755,0,S2,0,8,132856550.42524755,66278831.96766662,95768.91474394119,1992848.2563787133,11095.915812209434,64231448.39071558,0.9305457764703394
2024-01-10,9,B,24250.0,25314.089815852745,292364.17132003146,10096.503576491816,10404.623302430304,4096.05238124093,4404.172107179418,10096.503576491816,0,S2,0,8,244840211.72992653,140462414.5828091,52850.06528615302,1514475.5364737723,11095.915812209434,102507011.45822527,0.9305457764703394
2024-01-10,9,C,4850.0,4974.81621326071,353167.0517070483,25074.795620366778,20870.930770185194,0.0,0.0,20870.930770185194,1,S2,0,8,101224014.23539819,54264420.002481505,0.0,3130639.615527779,11095.915812209434,43464691.64986964,0.9305457764703394
2024-01-11,10,A,10000.0,9870.074128198532,478410.8251269321,13159.296820435258,13465.02860582947,7980.7428953284325,8286.474680722644,13159.296820435258,0,S2,0,8,131592968.20435259,70018148.75031324,99437.69616867173,1973894.5230652888,11434.487841288465,59011641.92183717,0.929747234586738
2024-01-11,10,B,25000.0,25603.233674071394,328972.2056135399,8315.78802565443,8813.47915171671,4404.172107179418,4901.863233241698,8315.78802565443,0,S2,0,8,207894700.64136076,118981968.54817559,58822.35879890038,1247368.2038481645,11434.487841288465,87266134.83708327,0.929747234586738
2024-01-11,10,C,5000.0,4798.4698484918445,472494.49427604076,22669.17699436186,20853.12660009818,0.0,0.0,20853.12660009818,1,S2,0,8,104265633.0004909,54218129.16025527,0.0,3127968.990014727,11434.487841288465,46435605.868103586,0.929747234586738
2024-01-12,11,A,10000.0,9985.970691949417,391874.2834709512,12836.53084397451,12783.566198686514,8286.474680722644,8233.510035434647,12836.53084397451,0,S3,0,3,128365308.4397451,66474544.233169876,98802.12042521576,1925479.6265961765,11635.587956512172,59462972.58812637,0.9291727044134734
2024-01-12,11,B,25000.0,25692.71122354324,387104.0944014574,9257.061254934171,9510.841523045841,4901.863233241698,5155.643501353368,9257.061254934171,0,S3,0,3,231426531.3733543,128396360.56111886,61867.72201624042,1388559.1882401258,11635.587956512172,101181004.21962108,0.9291727044134734
2024-01-12,11,C,5000.0,5166.101904131482,374438.5460421795,22967.994009950267,20840.282639065288,0.0,0.0,20840.282639065288,1,S3,0,3,104201413.19532645,54184734.86156975,0.0,3126042.3958597933,11635.587956512172,46504561.803898215,0.9291727044134734
2024-01-13,12,A,9500.0,9879.366038192169,360050.0062235188,15000.93111415219,14223.36702454303,8233.510035434647,7455.945945825486,15000.93111415219,0,S1,0,5,142508845.5844458,73961508.52762376,89471.35134990583,2250139.667122829,11854.439809519125,65835821.592316285,0.9285178571457262
2024-01-13,12,B,25000.0,25128.506113986477,179281.69088515916,7946.2276760868845,7160.234248124205,5155.643501353368,4369.650073390689,7946.2276760868845,0,S1,0,5,198655691.90217212,96663162.34967677,52435.800880688264,1191934.1514130328,11854.439809519125,100557023.46950695,0.9285178571457262
2024-01-13,12,C,5000.0,4806.454795650058,420592.7243437661,18464.317683168567,19575.73612412668,0.0,1111.418440958114,18464.317683168567,0,S1,0,5,92321588.41584283,50896913.92272937,13337.021291497367,2769647.652475285,11854.439809519125,38209242.655193396,0.9285178571457262
2024-01-14,13,A,10000.0,9835.1423144513,208303.5005271201,13350.234787864136,12160.729709306992,7455.945945825486,6266.440867268344,13350.234787864136,0,S1,0,5,133502347.87864135,63235794.48839636,75197.29040722013,2002535.2181796203,12088.691963444353,67968428.68916759,0.9279913473972851
2024-01-14,13,B,25000.0,25270.157097339106,453658.28454672685,7987.199094623791,7481.662473070665,4369.650073390689,3864.113451837564,7987.199094623791,0,S1,0,5,199679977.36559477,101002443.38645399,46369.361422050766,1198079.8641935687,12088.691963444353,96967337.77701499,0.9279913473972851
2024-01-14,13,C,4750.0,4940.986615505275,413632.3793365632,25156.542147678214,20813.822520168444,1111.418440958114,0.0,21925.240961126558,1,S1,0,5,104144894.56535114,54115938.55243795,0.0,3288786.1441689837,12088.691963444353,46314448.7974442,0.9279913473972851
2024-01-15,14,A,10000.0,10229.549378737369,271161.28547254,14115.951355299392,13858.428717282157,6266.440867268344,6008.918229251107,14115.951355299392,0,S3,0,3,141159513.55299392,72063829.32986721,72107.01875101328,2117392.7032949086,12294.871358814218,66622728.344249435,0.9274050166973273
2024-01-15,14,B,25000.0,23997.05719359916,226816.36452689517,8343.376289315687,7885.4798979068655,3864.113451837564,3406.217060428742,8343.376289315687,0,S3,0,3,208584407.2328922,106453978.62174268,40874.604725144905,1251506.4433973532,12294.871358814218,100598936.32714128,0.9274050166973273
2024-01-15,14,C,5000.0,5041.819524428439,380800.8724441485,23389.182863992824,20800.290554665098,0.0,0.0,20800.290554665098,1,S3,0,3,104001452.77332549,54080755.442129254,0.0,3120043.5831997646,12294.871358814218,46407558.004193515,0.9274050166973273
2024-01-16,15,A,9700.0,10148.316722833579,436797.2844157852,15761.032999364787,14730.243931302612,6008.918229251107,4978.129161188932,15761.032999364787,0,S1,0,5,152882020.09383842,76597268.44277358,59737.54993426718,2364154.949904718,12528.416599402115,73411533.45021066,0.9268829617323867
2024-01-16,15,B,25000.0,24120.423403329274,105873.1374240283,7833.985912731768,7291.267578909571,3406.217060428742,2863.4987266065446,7833.985912731768,0,S1,0,5,195849647.8182942,98432112.31527922,34361.98471927854,1175097.8869097652,12528.416599402115,96089674.07736251,0.9268829617323867
2024-01-16,15,C,5000.0,4857.024278877504,245967.744431301,24671.002234073756,20788.415534889493,0.0,0.0,20788.415534889493,1,S1,0,5,103942077.67444746,54049880.39071268,0.0,3118262.330233424,12528.416599402115,46515438.79247066,0.9268829617323867
2024-01-17,16,A,10000.0,9838.17680624726,496128.66573050903,14804.81902946283,13561.36015808053,4978.129161188932,3734.6702898066324,14804.81902946283,0,S3,0,3,148048190.2946283,70519072.82201876,44816.04347767959,2220722.854419424,12725.308560836946,74754724.60042109,0.9264988790782889
2024-01-17,16,B,25000.0,25169.320994720005,287730.7736761605,8533.160701845845,7756.044201942968,2863.4987266065446,2086.3822267036667,8533.160701845845,0,S3,0,3,213329017.54614612,104706596.72623007,25036.586720444,1279974.1052768768,12725.308560836946,107016954.04568174,0.9264988790782889
2024-01-17,16,C,5000.0,5071.849085609536,296079.01696063456,22860.02932150655,20779.165679815196,0.0,0.0,20779.165679815196,1,S3,0,3,103895828.39907598,54025830.76751951,0.0,3116874.8519722796,12725.308560836946,46444318.45406272,0.9264988790782889
2024-01-18,17,A,9700.0,9999.55155377134,463820.89754854,14010.708288112057,14007.393238330438,3734.6702898066324,3731.3552400250137,14010.708288112057,0,S1,0,5,135903870.39468694,72838444.83931828,44776.262880300164,2101606.2432168084,12941.387249904014,60442280.76447311,0.9259175346863525
2024-01-18,17,B,25000.0,24597.345865668296,259421.00268061625,8509.91018157953,8235.645368133533,2086.3822267036667,1812.1174132576707,8509.91018157953,0,S1,0,5,212747754.53948823,111181212.4698027,21745.40895909205,1276486.5272369294,12941.387249904014,99995947.74355899,0.9259175346863525
2024-01-18,17,C,5000.0,4992.508029045536,470984.1834016107,23394.436610083485,20766.129969330854,0.0,0.0,20766.129969330854,1,S1,0,5,103830649.84665427,53991937.92026022,0.0,3114919.495399628,12941.387249904014,46239866.860342905,0.9259175346863525
2024-01-19,18,A,9700.0,10161.13647925988,392965.4011975151,13993.389348777459,15308.25051877793,3731.3552400250137,5046.216410025485,13993.389348777459,0,S2,0,8,135735876.68314135,79602902.69764523,60554.59692030582,2099008.4023166187,13259.788296848974,53567185.796764836,0.9251989862041263
2024-01-19,18,B,23750.0,25169.742193663547,393501.3989751665,8349.865561592524,8332.664407376818,1812.1174132576707,1794.9162590419655,8349.865561592524,0,S2,0,8,198309307.08782244,112490969.49958704,21538.995108503586,1252479.8342388785,13259.788296848974,84137557.57161601,0.9251989862041263
2024-01-19,18,C,4750.0,5033.209470731652,491166.7916295361,26775.88505657626,20749.953613250003,0.0,0.0,20749.953613250003,1,S2,0,8,98562279.66293752,53949879.39445001,0.0,3112493.0419875006,13259.788296848974,40995480.646573626,0.9251989862041263
2024-01-20,19,A,9700.0,10067.420729253588,193814.06017651944,14386.097599793226,14428.189428494541,5046.216410025485,5088.3082387268005,14386.097599793226,0,S1,0,5,139545146.71799427,75026585.02817161,61059.698864721606,2157914.639968984,13486.618215024182,62092286.67259741,0.9246797613239378
2024-01-20,19,B,25000.0,25283.515726178695,260542.22302135517,8243.629360301778,8825.26873590059,1794.9162590419655,2376.5556346407775,8243.629360301778,0,S1,0,5,206090734.00754446,119141127.93465798,28518.66761568933,1236544.4040452668,13486.618215024182,85410514.15998915,0.9246797613239378
2024-01-20,19,C,5000.0,5264.917167571696,219577.46044756222,21177.730152440097,20738.560982708463,0.0,0.0,20738.560982708463,1,S1,0,5,103692804.91354232,53920258.555042006,0.0,3110784.1474062693,13486.618215024182,46428698.13243145,0.9246797613239378
2024-01-21,20,A,10000.0,10052.943896876652,466119.5041142219,14676.903357712425,13406.372763448811,5088.3082387268005,3817.7776444631854,14676.903357712425,0,S3,1,11,146769033.57712424,69713138.36993381,45813.331733558225,2201535.5036568637,13625.99982847037,74328800.8678573,0.9243177678072477
2024-01-21,20,B,25000.0,25210.019532159404,281311.96660006535,8575.574139882574,9363.17077288262,2376.5556346407775,3164.152267640824,8575.574139882574,0,S3,1,11,214389353.49706435,126402805.43391538,37969.82721168989,1286336.1209823862,13625.99982847037,86367304.14852636,0.9243177678072477
2024-01-21,20,C,5000.0,4919.57720590179,213816.3500447301,19784.232462636533,20729.936793536206,0.0,945.7043308996726,19784.232462636533,0,S3,1,11,98921162.31318267,53897835.663194135,11348.451970796072,2967634.86939548,13625.99982847037,41816900.97874906,0.9243177678072477
2024-01-22,21,A,10000.0,9987.544304247642,275354.50343367714,14448.868178405537,15358.102056099344,3817.7776444631854,4727.011522156994,14448.868178405537,0,S3,0,3,144488681.78405538,79862130.69171658,56724.13826588393,2167330.2267608307,13905.696665933876,62113236.52721248,0.9236318119314056
2024-01-22,21,B,24250.0,24834.33908568143,174071.73798142702,9370.488918389976,10223.858272555795,3164.152267640824,4017.5216218066435,9370.488918389976,0,S3,0,3,227234356.2709569,138022086.67950323,48210.25946167972,1405573.3377584964,13905.696665933876,87570508.55958614,0.9236318119314056
2024-01-22,21,C,5000.0,4985.872240083707,114337.10056726527,20317.34974182536,19285.499048789166,945.7043308996726,0.0,20231.20337968884,1,S3,0,3,101156016.89844419,50142297.52685183,0.0,3034680.506953326,13905.696665933876,47850796.06740583,0.9236318119314056
2024-01-23,22,A,10000.0,10019.26463705255,144828.14839947902,13803.96341182713,13774.98062821271,4727.011522156994,4698.0287385425745,13803.96341182713,0,S3,0,3,138039634.1182713,71629899.2667061,56376.344862510894,2070594.5117740694,14088.75660615697,64123847.08992298,0.923195286615285
2024-01-23,22,B,25000.0,25398.628841576134,412232.45501063374,9125.326822762563,8655.341197046195,4017.5216218066435,3547.535996090275,9125.326822762563,0,S3,0,3,228133170.56906408,116847106.16012363,42570.4319530833,1368799.0234143846,14088.75660615697,109448373.74195617,0.923195286615285
2024-01-23,22,C,5000.0,4918.508320793257,191301.15018536823,23668.592039839365,20705.87760053615,0.0,0.0,20705.87760053615,1,S3,0,3,103529388.00268075,53835281.761393994,0.0,3105881.6400804226,14088.75660615697,46382834.69441481,0.923195286615285
2024-01-24,23,A,10000.0,9818.405909508356,439774.1332359116,15647.945312159294,14592.471015039471,4698.0287385425745,3642.5544414227497,15647.945312159294,0,S1,0,5,156479453.12159294,75880849.27820525,43710.653297073,2347191.796823894,14255.359260182588,77753671.90077063,0.9226830178957947
2024-01-24,23,B,25000.0,24609.907588992744,201705.3935016629,8962.510033024979,9831.245294534781,3547.535996090275,4416.271257600078,8962.510033024979,0,S1,0,5,224062750.82562447,132721811.47621955,52995.25509120093,1344376.504953747,14255.359260182588,89727606.83659811,0.9226830178957947
2024-01-24,23,C,5000.0,4919.203164627591,227359.64713138386,25378.521154628717,20695.250059579048,0.0,0.0,20695.250059579048,1,S1,0,5,103476250.29789524,53807650.15490553,0.0,3104287.5089368573,14255.359260182588,46322697.62766129,0.9226830178957947
2024-01-25,24,A,10000.0,10064.656798072467,377238.1707718806,14206.61163285274,12797.337366372374,3642.5544414227497,2233.2801749423834,14206.61163285274,0,S1,0,5,142066116.3285274,66546154.305136345,26799.3620993086,2130991.744927911,14420.483682776952,72970512.26190916,0.9223070952256446
2024-01-25,24,B,25000.0,25960.937656722297,333855.5336536662,9236.61369633908,9303.487542650613,4416.271257600078,4483.145103911611,9236.61369633908,0,S1,0,5,230915342.408477,125597081.82578328,53797.74124693933,1385492.054450862,14420.483682776952,103530694.76965949,0.9223070952256446
2024-01-25,24,C,5000.0,4996.858559788681,120207.87854880207,23156.702707738412,20686.74077386641,0.0,0.0,20686.74077386641,1,S1,0,5,103433703.86933206,53785526.01205267,0.0,3103011.116079962,14420.483682776952,46410538.37896785,0.9223070952256446
2024-01-26,25,A,10000.0,9775.536721288396,267708.9551603221,13263.40503367045,13317.068948288315,2233.2801749423834,2286.9440895602493,13263.40503367045,0,S3,0,3,132634050.3367045,69248758.53109924,27443.32907472299,1989510.7550505674,14520.6684397303,61086108.0978799,0.9220072642874382
2024-01-26,25,B,25000.0,24747.681875532657,455862.5686701589,8551.138542195578,9340.493507456462,4483.145103911611,5272.5000691724945,8551.138542195578,0,S3,0,3,213778463.55488947,126096662.35066223,63270.000830069934,1282670.7813293368,14520.6684397303,85865477.18495795,0.9220072642874382
2024-01-26,25,C,5000.0,5156.637138226625,443593.1442230855,21904.25109893586,20680.114865448726,0.0,0.0,20680.114865448726,1,S3,0,3,103400574.32724363,53768298.65016669,0.0,3102017.229817309,14520.6684397303,46072144.63459681,0.9220072642874382
2024-01-27,26,A,10000.0,10394.432776168756,109256.03783277857,14763.278820164502,15907.64282856123,2286.9440895602493,3431.3080979569786,14763.278820164502,0,S3,0,3,147632788.20164502,82719742.70851839,41175.69717548374,2214491.8230246753,14831.61606094966,62533290.31903274,0.9212496019241792
2024-01-27,26,B,25000.0,25248.212353135852,343496.4515592987,8583.159169299908,9330.548688167311,5272.5000691724945,6019.889588039898,8583.159169299908,0,S3,0,3,214578979.2324977,125962407.2902587,72238.67505647877,1287473.8753949862,14831.61606094966,86898531.32416728,0.9212496019241792
2024-01-27,26,C,5000.0,5104.096372342783,250882.39315320156,22933.10743407606,20663.471298046745,0.0,0.0,20663.471298046745,1,S3,0,3,103317356.49023372,53725025.37492154,0.0,3099520.694707012,14831.61606094966,46227096.41139102,0.9212496019241792
2024-01-28,27,A,10000.0,10082.923443643158,292596.5361305123,13313.574814369862,12276.958774723089,3431.3080979569786,2394.6920583102055,13313.574814369862,0,S3,0,3,133135748.14369862,63840185.62856006,28736.304699722466,1997036.2221554792,14972.874687328653,66962220.57746552,0.9208148130902138
2024-01-28,27,B,25000.0,24956.71803522781,405921.4210428937,8679.472796459402,9516.81049724423,6019.889588039898,6857.227288824726,8679.472796459402,0,S3,0,3,216986819.91148505,128476941.71279712,82286.72746589672,1301920.9194689104,14972.874687328653,86704776.2560229,0.9208148130902138
2024-01-28,27,C,4750.0,4903.872416769632,155117.41437112208,23941.356704196805,20653.929862408062,0.0,0.0,20653.929862408062,1,S3,0,3,98106166.84643829,53700217.64226096,0.0,3098089.479361209,14972.874687328653,41137769.43575767,0.9208148130902138
2024-01-29,28,A,10000.0,10346.544656049857,476615.5426952396,14967.108516726816,14262.276877153354,2394.6920583102055,1689.8604187367437,14967.108516726816,0,S3,0,3,149671085.16726816,74163839.76119743,20278.325024840924,2245066.2775090225,15220.826383494401,72750064.43445812,0.920312027117807
2024-01-29,28,B,24250.0,24693.069617906305,265427.17252398795,9242.38773803333,9891.821949149564,6857.227288824726,7506.661499940959,9242.38773803333,0,S3,0,3,224127902.64730826,133539596.3135191,90079.93799929152,1386358.1607049997,15220.826383494401,88831220.23617737,0.920312027117807
2024-01-29,28,C,4850.0,4917.438546481476,312340.15771512577,24418.150371454325,20642.389141820535,0.0,0.0,20642.389141820535,1,S3,0,3,100115587.33782959,53670211.76873339,0.0,3096358.3712730804,15220.826383494401,43021456.2137245,0.920312027117807
2024-01-30,29,A,9500.0,10091.10359602934,321766.62081597344,16438.326229356524,15185.572272022795,1689.8604187367437,437.1064614030147,16438.326229356524,0,S2,0,8,156164099.17888698,78964975.81451854,5245.277536836176,2465748.9344034786,15401.060079067009,74390961.47153307,0.9198527571994367
2024-01-30,29,B,24250.0,25516.982251025347,343251.68476583663,10071.686186942394,9441.679946676157,7506.661499940959,6876.655259674722,10071.686186942394,0,S2,0,8,244238390.03335306,127462679.28012812,82519.86311609668,1510752.9280413592,15401.060079067009,114823785.21722259,0.9198527571994367
2024-01-30,29,C,4750.0,5052.899610502056,396645.8530926061,27722.969208276707,20631.855313314456,0.0,0.0,20631.855313314456,1,S2,0,8,98001312.73824367,53642823.81461759,0.0,3094778.2969971686,15401.060079067009,40851663.71345724,0.9198527571994367
2024-01-31,30,A,10000.0,9881.116265944112,283304.8166146056,14571.656032369789,14259.610988264354,437.1064614030147,125.06141729758019,14571.656032369789,0,S3,1,6,145716560.3236979,74149977.13897464,1500.7370075709623,2185748.4048554683,15502.870573834116,69080526.35567176,0.9195103067117236
2024-01-31,30,B,24250.0,24573.6443173223,390472.05135356047,9450.666860817544,9399.224939471616,6876.655259674722,6825.213338328795,9450.666860817544,0,S3,1,6,229178671.37482545,126889536.68286683,81902.56005994554,1417600.0291226315,15502.870573834116,100383657.18084864,0.9195103067117236
2024-01-31,30,C,4750.0,4861.469259697152,170894.20049970903,28453.480216972977,20624.56561986011,0.0,0.0,20624.56561986011,1,S3,1,6,97966686.69433552,53623870.61163629,0.0,3093684.8429790167,15502.870573834116,41062734.16864668,0.9195103067117236
2024-02-01,31,A,10000.0,10019.106715554279,236944.97332002164,14581.774886448722,13391.096205762911,125.06141729758019,0.0,13516.157623060491,1,S2,1,14,135161576.23060492,69633700.26996714,0.0,2027423.6434590737,15775.123257643476,63247732.22060104,0.9188470197383491
2024-02-01,31,B,25000.0,24889.49826428371,365163.8856840381,9070.456766826612,9575.04885738997,6825.213338328795,7329.805428892154,9070.456766826612,0,S2,1,14,226761419.1706653,129263159.57476458,87957.66514670584,1360568.5150239917,15775.123257643476,95668794.40678833,0.9188470197383491
2024-02-01,31,C,4850.0,4910.671665491399,367139.66353919456,25508.15095067737,20609.34434044601,0.0,0.0,20609.34434044601,1,S2,1,14,99955320.05116314,53584295.285159625,0.0,3091401.651066901,15775.123257643476,42896708.328139775,0.9188470197383491
2024-02-02,32,A,10000.0,10129.34272562118,260024.57845390216,14263.365073212675,15506.952213923718,0.0,1243.5871407110426,14263.365073212675,0,S3,0,3,142633650.73212674,80636151.51240334,14923.045688532511,2139504.760981901,15964.99954639551,59567081.83505268,0.9183064392325306
2024-02-02,32,B,24250.0,24601.076424527182,317819.36081653583,8991.378298111187,8531.388377135396,7329.805428892154,6869.815507916363,8991.378298111187,0,S3,0,3,218040923.72919628,115173743.09132785,82437.78609499635,1348706.744716678,15964.99954639551,101102251.74669383,0.9183064392325306
2024-02-02,32,C,4850.0,5070.43307655745,437329.1543047916,24833.079793645386,20597.315808706142,0.0,0.0,20597.315808706142,1,S3,0,3,99896981.67222479,53553021.10263597,0.0,3089597.371305921,15964.99954639551,42801069.04443171,0.9183064392325306
2024-02-03,33,A,10000.0,10020.909864501118,234451.9874117495,14246.196588450312,15027.845224354998,1243.5871407110426,2025.2357766157293,14246.196588450312,0,S3,0,3,142461965.88450313,78144795.16664599,24302.82931938875,2136929.4882675465,16179.060806296286,61905307.35205215,0.9178109730047661
2024-02-03,33,B,25000.0,24967.47534034549,499443.8060047663,8626.205547591568,8832.662608110233,6869.815507916363,7076.272568435028,8626.205547591568,0,S3,0,3,215655138.6897892,119240945.20948815,84915.27082122033,1293930.832138735,16179.060806296286,94519724.51053005,0.9178109730047661
